CaseTotalKPI,Classification,Country,Culture,ObjectName,ObjectNumber
Overall Collection,Ceramics-Pottery,,"British, Hanley, Staffordshire",Figure,50.211.47
Overall Collection,Ceramics-Pottery,,"French, Marseilles",Tureen with cover,"50.211.70a, b"
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for British market",Soup plate,51.86.18
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for British market",Saucer,51.86.182
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for European market",Stand,51.86.323
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for American market",Tureen with cover,"51.86.334a, b"
Overall Collection,Ceramics-Porcelain,,"French, Chantilly",Mustard pot with cover and stand,"54.147.1a, b, .2"
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for Scottish market",Punch bowl,55.17
Overall Collection,Woodwork-Furniture,,British,Clothes press,56.125
Overall Collection,Woodwork-Furniture,,"Italian, Venice",Casket,"57.25a, b"
Overall Collection,Metalwork-Iron,,German or Flemish,Trivet,57.137.39
Overall Collection,Metalwork-Iron,,German,Grills,"57.137.48, .49"
Overall Collection,Textiles-Tapestries,,"French, Paris",Tapestry panels,"58.75.10, .11"
Mid-Point,Medals and Plaquettes,,"Italian, Rome",Medal,60.55.21
Mid-Point,Medals and Plaquettes,,"Italian, Rome",Medal,60.55.25
Mid-Point,Medals and Plaquettes,,Dutch,Medallion,60.55.36
Overall Collection,Ceramics-Porcelain,,"French, Sèvres",Egg cup,62.86.10
Overall Collection,Metalwork-Silver-Miniature,,"German, probably Augsburg",Box with cover,"63.53.42a, b"
Overall Collection,Metalwork-Silver-Miniature,,"German, probably Augsburg",Box with cover,"63.53.43a, b"
Overall Collection,Metalwork-Silver-Miniature,,"German, probably Augsburg",Knife,63.53.52
Overall Collection,Metalwork-Silver-Miniature,,"British, London",Knife,63.53.100
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Figure,64.101.26
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Group,64.101.61
Overall Collection,Ceramics-Porcelain,,"British, Chelsea",Toy,"64.101.545a, b"
Overall Collection,Ceramics-Porcelain,,"British, Chelsea",Toy,"64.101.626a, b"
Overall Collection,Ceramics-Porcelain,,"British, Bow, London",Figure,64.101.701
Overall Collection,Woodwork-Furniture,,British,Writing table,64.101.1140
Overall Collection,Crèche,,"Italian, Naples",Crèche figure,64.164.11a_c
Overall Collection,Crèche,,"Italian, Naples",Crèche figure,"64.164.75a, b"
Overall Collection,Crèche,,"Italian, Naples",Crèche figure,64.164.96
Overall Collection,Sculpture-Miniature,,"possibly French, Provence",Sculpture,64.164.254
Overall Collection,Ceramics-Porcelain,,"French, Sèvres",Plate,64.174.8
Overall Collection,Sculpture-Bronze,,"Italian, possibly Rome",Statuette,64.304.3
Overall Collection,Metalwork-Silverplate,,"British, Sheffield",Snuffers tray,65.27.1
Overall Collection,Woodwork-Furniture,,British,Mirror,65.155.50
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for Dutch market",Plate,66.27.2
Mid-Point,Metalwork-Silver,,"British, London",Hot water urn,66.192.1a_c
Overall Collection,Metalwork-Iron,,probably Northern Italian,Casket,"67.55.104a, b"
Mid-Point,Medals and Plaquettes,,"Italian, Milan",Medal,67.219.2
Mid-Point,Metalwork-Silver,,"British, London",Candlestick,"68.141.40a, b"
Mid-Point,Metalwork-Silver,,"British, London",Coffeepot,68.141.199
Overall Collection,Ceramics-Porcelain,,"British, Worcester",Cream jug,68.216.3
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for Dutch market",Cup and saucer,"1970.95.1, .2"
Overall Collection,Metalwork-Silver In Combination,,probably British,Snuffbox,1970.131.14
Overall Collection,Ceramics-Porcelain,,"French, Vincennes",Cooler,1970.230.5
Overall Collection,Ceramics-Pottery,,"British, Leeds",Pastry mold,1971.180.147
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for Danish market",Platter,1971.180.165
Overall Collection,Ceramics-Porcelain,,"British, Worcester",Teapot with cover and stand,1971.277.1a_c
Overall Collection,Ceramics-Pottery,,"Italian, probably Urbino",Plate,1974.286
Overall Collection,Woodwork-Furniture,,"German, Hamburg (Altona)",Commode,1974.356.226
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Figure,1974.356.344
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Figure,1974.356.368
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Figure,1974.356.402
Overall Collection,Ceramics-Porcelain,,"British, Worcester",Saucer,1974.356.611
Overall Collection,Ceramics-Porcelain,,"British, Worcester",Saucer,1974.356.613
Mid-Point,Metalwork-Silver,,"German, Augsburg",Candlestick,1974.356.768
Overall Collection,Metalwork-Iron,,probably Italian,Key,1975.436.1
Overall Collection,Metalwork-Iron,,probably Italian,Key,1975.436.14
Overall Collection,Ceramics-Porcelain-Export,,"Chinese, for Continental (probably Portuguese) market",Tureen,"1976.90.1a, b"
Overall Collection,Ceramics-Porcelain,,"French, Sèvres",Fruit dish,1976.155.75
Overall Collection,Ceramics-Pottery,,Dutch,Shoes,"1977.22.11, .12"
Overall Collection,Sculpture-Architectural,,"French, Ile-de-France",Mantelpiece,1977.99
Overall Collection,Woodwork-Furniture,,"French, Paris",Side table,1977.102.8
Overall Collection,Sculpture-Bronze,,"German, probably Nuremberg",Statuette,"1982.60.118, .119"
Mid-Point,Metalwork-Brass,,Flemish,Figure,1982.60.124
Overall Collection,Ceramics-Pottery,,"Italian, Florence",Vase,1986.96
Overall Collection,Woodwork,,"Italian, Genoa",Double doors,"1991.307a, b"
Overall Collection,Ceramics-Porcelain,,"French, Saint-Cloud",Teabowl and saucer,"1995.268.213, .214"
Overall Collection,Ceramics-Porcelain,,"French, possibly Saint-Cloud",Knife and fork,"1995.268.231, .232"
Overall Collection,Ceramics-Porcelain,,"Italian, Naples",Tray,1995.268.330
Overall Collection,Ceramics-Porcelain,,"Italian, Naples",Cup,1995.268.334
Overall Collection,Ceramics-Pottery,,"Spanish, Seville",Walls tiles,94.4.407a_c
Overall Collection,Metalwork-Silver In Combination,,"probably Italian, Rome",Travelling cup,49.61.2c
Overall Collection,Ceramics-Porcelain,,"French, Limoges",Dish,1999.133
Mid-Point,Metalwork-Gilt Bronze,,"French, Paris",Candlesticks,"1999.370.1a, b, .2a, b"
Overall Collection,Fans,,French,Fan,63.90.42
Overall Collection,Fans,,French,Fan,90.2.43
Overall Collection,Ceramics-Porcelain,,"Italian, Florence",Figure,1982.6.5
Overall Collection,Fans,,Chinese,Fan,1977.432.2
Overall Collection,Ceramics-Porcelain,,"French, Sèvres",Plate,37.20.155
Mid-Point,Metalwork-Silver,,"Italian, Perugia",Bobêches,"13.41.23c, d"
Overall Collection,Ceramics-Porcelain,,"French, Sèvres",Plate,37.20.225
Overall Collection,Textiles-Embroidered,,"Spanish, Catalonia",Hanging,47.72
Overall Collection,Textiles-Laces,,Italian or French,Fragment,79.1.229
Overall Collection,Textiles-Laces,,Flemish,Fragment,79.1.242
Overall Collection,Textiles-Laces,,"Italian, Venice",Strip,79.1.249
Overall Collection,Textiles-Embroidered,,"Italian, Sicily",Border,79.1.294
Overall Collection,Textiles-Laces,,French,Handkerchief,88.1.62
Overall Collection,Textiles-Laces,,Flemish,Piece,6.653
Overall Collection,Textiles-Woven,,Italian,Piece,07.62.107
Overall Collection,Textiles-Laces,,Italian,Fragment,08.48.33
Overall Collection,Textiles-Trimmings,,French,Tassel,08.103.93
Overall Collection,Textiles-Trimmings,,Unknown,Galloon,08.103.367
Overall Collection,Textiles-Trimmings,,French,Galloon,08.103.571
Overall Collection,Textiles-Trimmings,,French,Cord,08.103.661
Overall Collection,Textiles-Laces,,possibly French,Fragment,08.180.275
Overall Collection,Textiles-Laces,,Southern German,Plastron,08.180.374
Overall Collection,Textiles-Laces,,"Italian, Sicily",Border,08.180.666
Overall Collection,Textiles-Laces,,Italian,Border,08.180.667
Overall Collection,Textiles-Trimmings,,German,Galloon,09.50.279
Overall Collection,Textiles-Embroidered,,Italian,Band,09.50.1367
Overall Collection,Textiles-Woven,,French,Piece,09.50.2289
Overall Collection,Textiles-Woven,,French,Piece,09.50.2517
Overall Collection,Textiles-Embroidered,,Italian,Panel,09.50.2602
Overall Collection,Textiles-Embroidered,,possibly German,Strip,09.50.2780
Overall Collection,Textiles-Woven,,possibly German,Band,09.50.3813
Overall Collection,Textiles-Laces,,German,Insertion,09.68.20
Overall Collection,Textiles-Laces,,French,Cravat end,09.68.159
Overall Collection,Textiles-Laces,,Flemish,Strip,10.102.85
Overall Collection,Textiles-Printed,,British,Piece,11.60.448
Overall Collection,Textiles-Woven,,French,Sample,11.60.742
Overall Collection,Textiles-Woven,,French,Piece,13.204.28
Overall Collection,Textiles-Embroidered,,French,Orphrey,16.32.327
Overall Collection,Textiles-Printed,,"French, Mulhausen",Sample,19.26.2
Overall Collection,Textiles-Woven,,French,Piece,20.56.31
Overall Collection,Textiles-Woven,,French,Piece,20.57.37
Overall Collection,Textiles-Woven,,French,Piece,20.57.128
Overall Collection,Textiles-Woven,,French,Brocade,20.57.192
Overall Collection,Textiles-Laces,,Italian,Pillow cover,20.131
Overall Collection,Textiles-Laces,,"Italian, Genoa",Insertion,20.186.75
Overall Collection,Textiles-Laces,,"Italian, Venice",Insertion,20.186.96
Overall Collection,Textiles-Trimmings,,Italian,Tassel,21.83.24
Overall Collection,Textiles-Trimmings,,Italian,Tassels,"21.83.35, .36"
Overall Collection,Textiles-Woven,,"British, Merton Abbey, Surrey",Sample,23.163.16
Overall Collection,Textiles-Woven,,French,Necktie,25.124.2
Overall Collection,Textiles-Printed,,French,Piece,26.233.25
Overall Collection,Textiles-Printed,,British,Fragment,26.265.3
Overall Collection,Textiles-Rugs,,probably German,Rug or hanging fragment,28.15
Overall Collection,Textiles-Printed,,"French, possibly Jouy-en-Josas",Floral print,28.153.14
Overall Collection,Textiles-Methods and Materials,,Italian,Needle sheath,30.135.43
Overall Collection,Textiles-Laces,,Italian,Cuff,30.135.150a
Overall Collection,Textiles-Laces,,Flemish,Collar,30.135.151
Overall Collection,Textiles-Laces,,possibly French,Collar,30.135.156
Overall Collection,Textiles-Velvets,,Italian,Panel,32.100.395
Overall Collection,Textiles-Trimmings,,British,Ribbon,32.115.8
Overall Collection,Textiles-Woven,,Spanish,Fragment,33.39.31
Overall Collection,Textiles-Laces,,"Italian, Venice",Flounce,33.90.54
Overall Collection,Textiles-Laces,,Flemish,Edging,33.90.130
Overall Collection,Textiles-Laces,,French,Lappets,33.90.157
Overall Collection,Textiles-Laces,,"Italian, Milan",Border,35.80.49a
Overall Collection,Textiles-Woven,,French or British,Piece,36.90.69
Overall Collection,Textiles-Woven,,French,Piece,36.90.201
Overall Collection,Textiles-Velvets,,Italian,Piece,36.90.319
Overall Collection,Textiles-Velvets,,Italian,Piece,36.90.364
Overall Collection,Textiles-Velvets,,Italian,Piece,36.90.431
Overall Collection,Textiles-Velvets,,Italian,Piece,36.90.462
Overall Collection,Textiles-Velvets,,Italian,Piece,36.90.481
Overall Collection,Textiles-Woven,,Italian,Piece,36.90.500
Overall Collection,Textiles-Woven,,French,Piece,36.90.892
Overall Collection,Textiles-Embroidered,,French,Sample,36.90.957
Overall Collection,Textiles-Velvets,,French,Piece,36.90.1157
Overall Collection,Textiles-Woven,,French,Piece,36.90.1379
Overall Collection,Textiles-Woven,,French,Piece,36.90.1389
Overall Collection,Textiles-Woven,,Italian,Piece,36.90.1429
Overall Collection,Textiles-Woven,,possibly Italian,Piece,36.90.1437
Overall Collection,Textiles-Embroidered,,French,Sample,36.90.1757
Overall Collection,Textiles-Trimmings,,European,Galloon,36.90.1871
Overall Collection,Textiles-Trimmings,,European,Galloon,36.90.1938
Overall Collection,Textiles-Laces,,Italian,Border,37.20.249
Overall Collection,Textiles-Printed,,"Spanish, Barcelona",Piece,37.95.4
Overall Collection,Textiles-Laces,,French,Flounce,38.19.14c
Overall Collection,Textiles-Embroidered,,French,Border,40.63.4
Overall Collection,Textiles-Velvets,,possibly French,Piece,41.190.79
Overall Collection,Textiles-Woven,,"Italian, Siena",Orphrey,46.156.77
Overall Collection,Textiles-Velvets,,"Italian, Venice or Genoa",Piece,46.156.90
Overall Collection,Textiles-Tapestries,,"French, probably Paris",Tapestry,50.14.3
Overall Collection,Textiles-Embroidered,,"Hungarian, Nytra",Piece,50.178.1
Overall Collection,Textiles-Embroidered,,Spanish,Cover,52.141
Overall Collection,Textiles-Laces,,"Flemish, Brussels",Lappets,"53.162.18, .19"
Overall Collection,Textiles-Laces,,"Flemish, Brussels",Lappets and cap edging,53.162.66
Overall Collection,Textiles-Embroidered,,French or British,Panel,54.7.12
Overall Collection,Textiles-Laces,,Italian or Spanish,Altar frontal,54.189.3
Overall Collection,Textiles-Velvets,,Italian,Piece,55.217.51
Overall Collection,Textiles-Woven,,"Italian, Genoa",Bed cover,55.217.82
Overall Collection,Textiles-Embroidered,,German,Sampler,57.122.84
Overall Collection,Textiles-Embroidered,,Dutch,Sampler,57.122.156
Overall Collection,Textiles-Embroidered,,Scottish,Sampler,57.122.393
Overall Collection,Textiles-Embroidered,,Italian,Sampler,57.122.427
Overall Collection,Textiles-Embroidered,,German,Sampler,57.122.465
Overall Collection,Textiles-Embroidered,,German,Sampler,57.122.634
Overall Collection,Textiles-Embroidered,,German,Sampler,57.122.658
Overall Collection,Textiles-Embroidered,,British,Sampler,57.122.733
Overall Collection,Textiles-Woven,,"French, Paris",Screen panels,58.75.128
Overall Collection,Textiles-Woven,,"French, Lyons",Panel,59.25.8
Overall Collection,Textiles-Printed,,British,Kerchief,1976.282.2
Overall Collection,Textiles-Laces,,Flemish,Cap crown,1979.311.1
Overall Collection,Textiles-Velvets,,Italian,Fragment,2002.494.79
Overall Collection,Textiles-Velvets,,Italian,Fragment,2002.494.119
Overall Collection,Textiles-Velvets,,Italian,Fragment,2002.494.160
Overall Collection,Textiles-Woven,,Italian,Fragment,2002.494.206
Overall Collection,Textiles-Woven,,Italian,Fragment,2002.494.232
Overall Collection,Textiles-Woven,,French or Italian,Fragment,2002.494.301
Overall Collection,Textiles-Woven,,Italian,Fragment,2002.494.488
Overall Collection,Textiles-Velvets,,possibly Italian,Fragment,2002.494.584
Overall Collection,Textiles-Laces,,Italian,Fragment,X.1.12
Overall Collection,Metalwork-Bronze,,"Italian, Venice",Door knocker,"2004.83.1a, b"
Overall Collection,Ceramics-Porcelain,,"French, Vincennes",Vase,24.214.6
Overall Collection,Textiles-Tapestries,,"French, Beauvais",Upholstery panel,35.145.20b
Overall Collection,Textiles-Tapestries,,"French, Beauvais",Upholstery panel,35.145.23a
Mid-Point,Metalwork-Silver,,"British, Birmingham",Chamber candlestick,"2006.470.35a, b"
Overall Collection,Sculpture-Bronze,,French,Chef modèle,2007.335
Mid-Point,Metalwork-Silver,,"Hungarian, Beszterce",Dish,2010.110.23
Mid-Point,Metalwork-Silver,,"British, London",Clothes brush,61.78.7
Overall Collection,Woodwork-Furniture,,"Italian, Venice",Bedstead,25.140.7a
Mid-Point,Metalwork-Gilt Bronze,,Japanese with French mounts,Mounted ewer,2013.238.1
Mid-Point,Medals and Plaquettes,,French,Medallion,2015.762.3
Overall Collection,Ceramics-Porcelain,,"British, Coalport",Vase,2018.62.145
Overall Collection,Ceramics-Pottery,,"British, Staffordshire",Teapot,"44.39.33a, b"
Overall Collection,Ceramics-Pottery,,"French, Strasbourg",Plate,50.211.98
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Saucer,1974.356.461
Overall Collection,Ceramics-Porcelain,,"German, Meissen",Saucer,1974.356.473
Overall Collection,Glass,,Roman,Flask,74.51.77
Overall Collection,Glass,,Roman,Perfume bottle,74.51.103
Overall Collection,Glass,,Roman,Rod,74.51.155
Overall Collection,Glass,,Roman,Cup,74.51.256
Overall Collection,Glass,,Roman (?),Bead,74.51.341
Overall Collection,Vases,,Cypriot,Jug,74.51.366
Overall Collection,Vases,,Cypriot,Bottle,74.51.422
Overall Collection,Vases,,Cypriot,Bowl,74.51.438
Overall Collection,Vases,,Cypriot,Jug,74.51.606
Overall Collection,Vases,,Cypriot,Dinos,74.51.699
Overall Collection,Vases,,Cypriot,"Jug, miniature",74.51.858
Overall Collection,Vases,,Cypriot,"Jar, Canaanite",74.51.861
Overall Collection,Vases,,Cypriot,Bell,74.51.960
Overall Collection,Vases,,Cypriot,Cup,74.51.1143
Overall Collection,Terracottas,,Cypriot,Head of a woman or goddess,74.51.1508
Overall Collection,Terracottas,,Cypriot,"Statuette of a woman, upper part",74.51.1572
Overall Collection,Terracottas,,Cypriot,Statuette of a seated woman playing a kithara,74.51.1673
Overall Collection,Terracottas,,"Greek, Rhodian ?","Statuette of a votary, female",74.51.1722
Overall Collection,Terracottas,,Cypriot,Statuette of a horse and rider,74.51.1776
Overall Collection,Terracottas,,Roman,Lamp,74.51.1937
Overall Collection,Terracottas,,Roman,Lamp,74.51.2031
Overall Collection,Terracottas,,Roman,Lamp,74.51.2088
Overall Collection,Terracottas,,"Roman, Cypriot",Lamp,74.51.2160
Overall Collection,Cesnola Inscriptions,,"Roman, Cypriot",Cippus of Soterias,74.51.2410
Mid-Point,Stone Sculpture,,Cypriot,Statuette of a figure holding a mask,74.51.2505
Mid-Point,Stone Sculpture,,Cypriot,Head of a snake,74.51.2578
Mid-Point,Stone Sculpture,,Cypriot,"Statue of a male figure, fragment of belt",74.51.2594
Mid-Point,Stone Sculpture,,Cypriot,"Statue of a votary, male",74.51.2622
Mid-Point,Stone Sculpture,,Cypriot,Statue of a lion,74.51.2637
Mid-Point,Stone Sculpture,,Cypriot,Grave relief with two sphinxes,74.51.2855
Mid-Point,Stone Sculpture,,Cypriot,Head of a man,74.51.2873
Mid-Point,Gold and Silver,,Cypriot,Earring or spiral,74.51.3083
Mid-Point,Gold and Silver,,Cypriot,"Plaque, thin gold leaf",74.51.3195
Mid-Point,Gold and Silver,,Cypriot,Earring with lobes and rosettes,74.51.3251
Mid-Point,Gold and Silver,,Cypriot,Earring or spiral,74.51.3265
Mid-Point,Gold and Silver,,Cypriot,"Bead, plaque from a necklace",74.51.3277
Mid-Point,Gold and Silver,,Cypriot,Mouth plate or frontlet,74.51.3295
Mid-Point,Gold and Silver,,Cypriot,Pendant in the form of bell-shaped flowers,74.51.3323
Mid-Point,Gold and Silver,,Cypriot,Earring or spiral,74.51.3359
Mid-Point,Gold and Silver,,"Greek, Cypriot",Earrings,74.51.3374
Mid-Point,Gold and Silver,,Greek,Earring with head of bull,74.51.3474
Mid-Point,Gold and Silver,,Roman,Earring with plain loop and disc,74.51.3703
Mid-Point,Gold and Silver,,Roman,Earring with pendant,74.51.3804
Mid-Point,Gold and Silver,,"Roman, Cypriot",Earrings,74.51.3853
Mid-Point,Gold and Silver,,,"Earring, crescent-shaped",74.51.3872
Mid-Point,Gold and Silver,,,"Earring, delta-shaped with beads",74.51.3933
Mid-Point,Gold and Silver,,,Earring-hook type with disc and paste setting,74.51.3979
Overall Collection,Gems|Gold and Silver,,Greek,Ring,74.51.4226
Mid-Point,Gold and Silver,,"Roman, Cypriot","Ring, gold with sardonyx",74.51.4264
Mid-Point,Gold and Silver,,Egyptian,Button seal,74.51.4541
Mid-Point,Gold and Silver,,,Roundel with daisy pattern,74.51.4545a_e
Overall Collection,Bronzes,,,"Fibula, fragment",74.51.4615
Mid-Point,Miscellaneous-Stone Vases,,Cypriot,Alabastron,74.51.5158
Overall Collection,"Miscellaneous-Bone, Ivory",,Roman,Ear pick,74.51.5196
Overall Collection,"Miscellaneous-Bone, Ivory",,Cypriot,Pinhead,74.51.5209
Overall Collection,Bronzes,,Cypriot,Axehead,74.51.5391
Overall Collection,Bronzes,,Greek or Roman,"Rod, dipping",74.51.5439
Overall Collection,Bronzes,,,Spoon probe,74.51.5488
Overall Collection,Bronzes,,Cypriot,Spoon probe,74.51.5515
Overall Collection,Bronzes,,Cypriot,"Pin, eyelet type",74.51.5521
Overall Collection,Bronzes,,Cypriot,Bell,74.51.5631
Overall Collection,Bronzes,,,Cymbal,74.51.5656
Overall Collection,Glass,,Roman,Dish,74.51.5828
Overall Collection,Terracottas,,"Greek, Asia Minor, Myrina (?)",Head of a woman,74.51.5859
Overall Collection,Gems,,Roman,Intaglio,81.6.168
Overall Collection,Gems,,Roman,"Intaglio, magical",81.6.291
Overall Collection,Glass,,Roman,Dish,81.10.32
Overall Collection,Glass,,Roman,Bowl,81.10.46
Overall Collection,Glass,,Roman,Jar,81.10.174
Overall Collection,Glass,,Roman,Perfume bottle,81.10.186
Overall Collection,Glass,,Roman,Jug,81.10.250
Overall Collection,Glass,,Roman,"Perfume bottle, mosaic",81.10.320
Overall Collection,Vases,,"Greek, Ptolemaic, Cretan",Lebes gamikos and lid,"90.9.65a, b"
Overall Collection,Miscellaneous-Mosaic,,Roman,Mosaic floor fragment,94.4.386
Mid-Point,Gold and Silver,,Etruscan,"Earring, trumpet-shaped","95.15.163, .164"
Overall Collection,Vases,,Etruscan,Cup,96.9.64
Overall Collection,Vases,,Etruscan,Oinochoe,96.9.133
Overall Collection,"Miscellaneous-Bone, Ivory",,,Disk or button,96.9.455
Mid-Point,Gold and Silver,,,"Amulet, figurine",96.9.538
Overall Collection,Vases,,Etruscan,Vase,96.18.108
Mid-Point,Gold and Silver,,Roman,Bead ornament,98.11.87
Overall Collection,Bronzes,,Etruscan,Handle,03.23.47
Overall Collection,Vases,,Roman,Bowl,06.1021.280
Overall Collection,Vases,,Minoan,Vase fragment,07.232.159
Overall Collection,Vases,,Minoan,Vase fragment,07.232.237
Overall Collection,Bronzes,,Etruscan,Mirror with Odysseus and Circe,09.221.17
Overall Collection,Gems,,Roman,Intaglio,10.110.1
Overall Collection,Vases,,"Greek, Attic",Neck-amphora,10.210.7
Overall Collection,Bronzes,,Etruscan,Handle with Silenos mask,10.210.33
Overall Collection,Vases,,"Cycladic, Melian","Jug, beaked",11.186.13
Overall Collection,Vases,,Minoan,Vase fragment,11.186.56
Mid-Point,Stone Sculpture,,Roman,Head of a youth,14.130.5
Overall Collection,Vases,,Etruscan,Vase fragment,16.174.34.1
Overall Collection,"Miscellaneous-Bone, Ivory",,Roman,Relief from casket,17.190.95
Overall Collection,Gems|Glass,,Roman,Cameo,17.194.16
Overall Collection,Glass,,Roman,Lamp,17.194.124
Overall Collection,Glass,,Roman,Urn,17.194.143
Overall Collection,Glass,,Roman,Aryballos with bronze ring handles and chain,17.194.193
Overall Collection,Glass,,Roman,Oil bottle (aryballos),17.194.236
Overall Collection,Glass,,Roman,Mosaic block inlay,17.194.389
Overall Collection,Glass,,Roman,Pendant with dolphins,17.194.461
Overall Collection,Vases,,Roman,Plate,17.194.868
Overall Collection,Vases,,"Roman, Gaul",Vase fragment,17.194.1985
Overall Collection,Bronzes,,,Spatula,17.230.75
Overall Collection,Bronzes,,Roman,Chisel,17.230.105
Overall Collection,Vases,,"Greek, Attic",Stamnos,18.74.1
Mid-Point,Stone Sculpture,,Roman,Sarcophagus fragment,18.145.57
Overall Collection,Bronzes,,Roman,Statuette of Cupid,19.192.54
Mid-Point,Stone Sculpture,,Roman,Sarcophagus fragment,20.187
Overall Collection,Terracottas,,"Greek, South Italian",Head from a statue,22.139.57
Overall Collection,Miscellaneous-Lead,,"Greek, Laconian","Statuette of a woman votary, 5 ?",24.195.30
Mid-Point,Gold and Silver,,Greek,Earring with dove,25.78.41
Overall Collection,Glass,,Roman,"Glass fragment, painted, gilt",25.235.4
Overall Collection,Gems,,Minoan,Seal,26.31.11
Overall Collection,Gems,,Minoan,"Prism, rectangular",26.31.174
Overall Collection,Gems,,"Minoan, Crete",Bead,26.31.198
Mid-Point,Miscellaneous-Stone Vases,,Minoan,Bowl,26.31.431
Mid-Point,Gold and Silver,,Minoan,Pendant in the form of a leaf,26.31.502
Overall Collection,Terracottas,,East Greek,Mask of a woman to hips,26.164.6
Overall Collection,Terracottas,,Lydian,Tile fragment,26.199.69
Overall Collection,Terracottas,,East Greek,Protome of a woman,26.199.154
Overall Collection,Vases,,"East Greek/Sardis, Lydian",Vase fragment,26.199.168
Overall Collection,Bronzes,,Greek or Achaemenid,Arrowhead,26.199.297
Overall Collection,Bronzes,,,Statuette of a youth,27.122.22
Overall Collection,Vases,,"Greek, Corinthian",Aryballos in the form of a human figure,30.11.1
Overall Collection,Vases,,"Neolithic, Thessaly",Vase fragment,30.119.10
Overall Collection,Vases,,Aegean,Vase fragment,30.119.91
Overall Collection,Vases,,"Greek, Attic",Psykter fragments,32.11.5
Overall Collection,Miscellaneous-Stone,,Anatolian,Axehead,36.122
Overall Collection,Gems,,Roman,Intaglio,41.160.969
Overall Collection,Vases,,"Greek, Attic",Squat lekythos,42.201.3
Overall Collection,Vases,,"Greek, Attic","Amphora, Type B",56.171.9
Overall Collection,Vases,,"Greek, Attic",Lekythos,67.11.22
Overall Collection,Bronzes,,Etruscan,Statuette of a youth,1977.194.4
Mid-Point,Stone Sculpture,,Roman,Head of Apollo,1980.303.2
Overall Collection,Vases,,"Greek, Corinthian?",Vase in the form of a duck,1980.427.3
Mid-Point,Gold and Silver,,"Greek, South Italian, Apulian","Cylinders, pair","1981.134.1, .2"
Overall Collection,Vases,,"Greek, Attic","Calyx-krater, fragments","1981.135.1a, b"
Overall Collection,Vases,,"Greek, Attic",Squat lekythos,1983.571.1
Overall Collection,Vases,,"Greek, Attic",Amphora fragment,1985.11.2
Overall Collection,Bronzes,,Villanovan,Fibula,1991.171.21
Overall Collection,Bronzes,,"Italic, Villanovan",Necklace spiral,1991.171.58
Overall Collection,Vases,,"Greek, Attic",Neck-amphora,1991.254
Mid-Point,Stone Sculpture,,"Greek, South Italian, Tarentine","Relief pediment, sea monster",1992.11.1
Overall Collection,Miscellaneous-Amber,,Etruscan or Italic,Crouching boar,1992.11.16
Overall Collection,Miscellaneous-Amber,,Etruscan,Statuette of a woman,1992.11.21
Overall Collection,Bronzes,,Roman,Pin with head of a dog,X.21.92
Overall Collection,Glass,,Roman,"Fragment, striped mosaic",91.1.1735
Overall Collection,Glass,,Roman,"Fragment, striped mosaic",91.1.1740
Overall Collection,Glass,,Roman,"Fragment, mosaic bowl",91.1.1816
Overall Collection,Glass,,Roman,"Fragment, mosaic",91.1.1884
Overall Collection,Glass,,Roman,"Fragment, mosaic",91.1.1898
Overall Collection,Glass,,Roman,"Fragment, mosaic carinated bowl",91.1.1942
Overall Collection,Glass,,Greek,Dish,1999.315
Overall Collection,Gems,,"Langobardic (mount), Etruscan (intaglio)","Ring, intaglio",95.15.4
Overall Collection,Bronzes,,"Greek, South Italian",Helmet of Apulian-Corinthian type,2003.407.4
Overall Collection,Miscellaneous-Stone,,Greek,Axehead,2004.342.3
Overall Collection,Glass,,Roman,"Fragment, mosaic",17.194.396.93
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.132a_c
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.174
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.337
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.389a_c
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.605
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.705
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.726
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.730
Overall Collection,Vases,,"Greek, Attic",Kylix fragment,2011.604.1.1229
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.1318a_d
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,"2011.604.1.1337a, b"
Overall Collection,Vases,,"Greek, Attic",Kylix fragments,2011.604.1.1363a_j
